eps_c_MeVfm3,B_MeVfm3,Delta_MeV,epsilon_surface_MeVfm3,alpha,R_aniso_km,M_msun,R_km,compactness_2M_R,max_sigma_over_pr,NEC_pass,SEC_pass,DEC_pass,n_steps,status
1550.0,80,50,272.5273642590275,-0.1,8.0,1.8000685507923904,9.825,0.5410904164351368,-9.765529633499674e-07,True,True,True,393,ok
1600.0,80,50,272.5273642590275,-0.1,8.0,1.8013095635899194,9.8,0.542844742188144,-9.765529633499674e-07,True,True,True,392,ok
1650.0,80,50,272.5273642590275,-0.1,8.0,1.7946402188691521,9.75,0.543608372823322,-9.765529633499674e-07,True,True,True,390,ok
1700.0,80,50,272.5273642590275,-0.1,8.0,1.7948150489888854,9.725,0.545058916987678,-9.765529633499672e-07,True,True,True,389,ok
1750.0,80,50,272.5273642590275,-0.1,8.0,1.7945054911238267,9.7,0.5463694575537383,-9.765529633499672e-07,True,True,True,388,ok
1800.0,80,50,272.5273642590275,-0.1,8.0,1.7865774892192297,9.65,0.5467740578264576,-9.765529633499674e-07,True,True,True,386,ok
1850.0,80,50,272.5273642590275,-0.1,8.0,1.7854698928320205,9.625,0.5478543948047309,-9.765529633499672e-07,True,True,True,385,ok
1900.0,80,50,272.5273642590275,-0.1,8.0,1.783993325642315,9.6,0.5488268485379073,-9.765529633499674e-07,True,True,True,384,ok
1950.0,80,50,272.5273642590275,-0.1,8.0,1.7821792777580203,9.575,0.5497002868831611,-9.765529633499674e-07,True,True,True,383,ok
2000.0,80,50,272.5273642590275,-0.1,8.0,1.7788900116671886,9.55,0.5501220866829442,-9.765529633499674e-07,True,True,True,382,ok
2050.0,80,50,272.5273642590275,-0.1,8.0,1.770696005938479,9.5,0.5504701313691197,-9.765529633499672e-07,True,True,True,380,ok
2100.0,80,50,272.5273642590275,-0.1,8.0,1.7680709160340724,9.475,0.5511043236528219,-9.765529633499672e-07,True,True,True,379,ok
2150.0,80,50,272.5273642590275,-0.1,8.0,1.7652064187474263,9.45,0.551667051213123,-9.765529633499672e-07,True,True,True,378,ok
2200.0,80,50,272.5273642590275,-0.1,8.0,1.7621219286147518,9.425,0.5521638289423435,-9.765529633499674e-07,True,True,True,377,ok
400.0,80,50,272.5273642590275,0.0,8.0,0.9886771948899092,9.4,0.31062758466167867,0.0,True,True,True,376,ok
450.0,80,50,272.5273642590275,0.0,8.0,1.208888410256409,9.9,0.3606320960135832,0.0,True,True,True,396,ok
500.0,80,50,272.5273642590275,0.0,8.0,1.3727720067789762,10.2,0.39747663041365977,0.0,True,True,True,408,ok
