A,x_match,q,compactness_2M_over_R,branch
18.6,3.0,4,2.0599991344458606,horizon_interior_static_caution
18.8,3.0,4,2.082149662773235,horizon_interior_static_caution
19.0,3.0,4,2.1043001911006103,horizon_interior_static_caution
19.2,3.0,4,2.126450719427985,horizon_interior_static_caution
19.400000000000002,3.0,4,2.14860124775536,horizon_interior_static_caution
19.6,3.0,4,2.1707517760827346,horizon_interior_static_caution
19.8,3.0,4,2.1929023044101092,horizon_interior_static_caution
20.0,3.0,4,2.2150528327374843,horizon_interior_static_caution
20.2,3.0,4,2.237203361064859,horizon_interior_static_caution
20.400000000000002,3.0,4,2.259353889392234,horizon_interior_static_caution
20.6,3.0,4,2.281504417719609,horizon_interior_static_caution
20.8,3.0,4,2.3036549460469837,horizon_interior_static_caution
21.0,3.0,4,2.3258054743743584,horizon_interior_static_caution
