r_km,m_msun,epsilon_MeVfm3,p_MeVfm3,phi_raw,f_metric,compactness_2m_r,Phi,gtt_minus
4.475,0.31566916978355963,796.4082373354785,174.62695769215037,0.11023603588052605,0.7916696780276776,0.20833032197232237,-0.6996049201539039,-0.24679189192470571
4.5,0.3201766437893823,793.0720835344667,173.51490642514645,0.11138388939837429,0.7898688241508486,0.2101311758491514,-0.6984570666360556,-0.24735910463534172
4.525,0.32471535376929755,789.7382197881798,172.4036185097174,0.11253624411697707,0.7880674823759901,0.21193251762400994,-0.6973047119174528,-0.2479298529500508
4.55,0.32928516832954907,786.4068395542326,171.293158431735,0.11369307072473524,0.7862657460311695,0.21373425396883045,-0.6961478853096946,-0.24850414074677518
4.575,0.33388595414140376,783.0781343497628,170.18359003024506,0.11485433982145749,0.7844637076535993,0.21553629234640073,-0.6949866162129723,-0.24908197186256267
4.6,0.33851757598426097,779.7522937395157,169.07497649349602,0.11602002191988882,0.782661458983449,0.21733854101655106,-0.693820934114541,-0.24966335009271387
4.625,0.34317989678873984,776.4295053244632,167.96738035514522,0.11719008744724947,0.7808590909578741,0.21914090904212585,-0.6926508685871804,-0.2502482791899312
4.65,0.34787277767973174,773.1099547309547,166.8608634906424,0.11836450674678416,0.7790566937052585,0.2209433062947414,-0.6914764492876457,-0.2508367628634694
4.675,0.3525960780194073,769.7938256003938,165.75548711378875,0.11954325007932151,0.7772543565396703,0.22274564346032963,-0.6902977059551083,-0.25142880477828883
4.7,0.35734965545016645,766.4812995794421,164.65131177347155,0.12072628762484348,0.7754521679555305,0.2245478320444695,-0.6891146684095864,-0.25202440855421027
4.725,0.3621333659375207,763.1725563107473,163.54839735057328,0.12191358948406462,0.7736502156224939,0.22634978437750605,-0.6879273665503652,-0.2526235777650726
4.75,0.3669470638128955,759.8677734241868,162.44680305505312,0.1231051256800209,0.7718485863805407,0.2281514136194594,-0.686735830354409,-0.2532263159378928
4.775,0.3717906018163433,756.5671265286327,161.34658742320178,0.12430086615966805,0.770047366235277,0.229952633764723,-0.6855400898747618,-0.25383262655202843
4.8,0.37666383113915564,753.2707892042272,160.2478083150666,0.1255007807954892,0.7682466403534465,0.2317533596465535,-0.6843401752389406,-0.25444251303834314
4.825,0.38156660146636345,749.9789329951693,159.15052291204725,0.12670483938711152,0.7664464930586469,0.2335535069413531,-0.6831361166473183,-0.25505597877837494
4.85,0.38649876101911695,746.6917274030072,158.05478771465994,0.12791301166293173,0.7646470078272551,0.2353529921727449,-0.6819279443714981,-0.2556730271035076
4.875,0.391460156596932,743.4093398804355,156.96065854046935,0.12912526728175033,0.7628482672845566,0.2371517327154434,-0.6807156887526795,-0.2562936612941451
4.9,0.39645063361979604,740.1319358255888,155.86819052218715,0.13034157583441439,0.7610503532010794,0.2389496467989206,-0.6794993802000154,-0.2569178845788898
4.925,0.4014700361701213,736.8596785768334,154.77743810593526,0.1315619068454684,0.7592533464891302,0.2407466535108697,-0.6782790491889614,-0.2575457001337234
4.95,0.40651820703453617,733.5927294080464,153.68845504967294,0.1327862297748134,0.7574573271995328,0.24254267280046718,-0.6770547262596165,-0.25817711108119207
4.975,0.4115949877455071,730.3312475243873,152.6012944217866,0.13401451401937384,0.7556623745185648,0.24433762548143526,-0.675826442015056,-0.25881212048959545
5.0,0.41670021862277773,727.0753900585472,151.5160085998399,0.13524672891477205,0.7538685667650945,0.2461314332349055,-0.6745942271196578,-0.2594507313721788
5.025,0.4218337388146201,723.8253120674791,150.43264926948385,0.13648284373701022,0.7520759813879142,0.24792401861208582,-0.6733581122974196,-0.26009294668632976
5.05,0.4269953863388866,720.5811665296018,149.35126742352477,0.13772282770415953,0.7502846949632682,0.24971530503673178,-0.6721181283302703,-0.26073876933277923
5.075,0.4321849981238543,717.3431043424728,148.2719133611484,0.13896664997805616,0.7484947831925757,0.2515052168074244,-0.6708743060563737,-0.26138820215480657
5.1,0.4374024100488529,714.111274320926,147.1946366872995,0.14021427966600425,0.7467063209003446,0.2532936790996554,-0.6696266763684255,-0.26204124793744876
5.125,0.44264745698466845,710.8858231956698,146.11948631221406,0.14146568582248503,0.7449193820322779,0.25508061796772213,-0.6683752702119448,-0.2626979094067147
5.15,0.44791997283371404,707.666895612339,145.04651045110384,0.14272083745087263,0.7431340396535662,0.2568659603464338,-0.6671201185835572,-0.26335818922880416
5.175,0.4532197905699589,704.4546341309982,143.97575662399024,0.14397970350515552,0.7413503659473696,0.2586496340526304,-0.6658612525292743,-0.26402209000933113
5.2,0.45854674227860903,701.2491792260885,142.90727165568697,0.14524225289166404,0.7395684322134832,0.26043156778651677,-0.6645987031427658,-0.26468961429255256
5.225,0.46390065919553064,698.0506692868153,141.84110167592925,0.14650845447080332,0.7377883088671874,0.2622116911328126,-0.6633325015636266,-0.26536076456060226
5.25,0.46928137174640955,694.8592406179698,140.77729211964746,0.14777827705879154,0.7360100654382784,0.26398993456172154,-0.6620626789756383,-0.26603554323272965
5.275,0.4746887095856387,691.6750274411805,139.71588772738434,0.14905168942940325,0.7342337705702797,0.2657662294297202,-0.6607892666050266,-0.2667139526645443
5.3,0.480122501634927,688.4981618965867,138.65693254585304,0.1503286603157175,0.7324594920198304,0.26754050798016965,-0.6595122957187123,-0.26739599514726564
5.325,0.4855825761216217,685.3287740449324,137.60046992863496,0.15160915841187056,0.7306872966562492,0.2693127033437508,-0.6582317976225593,-0.26808167290697854
5.35,0.4910687606167384,682.1669918700716,136.54654253701472,0.15289315237481269,0.7289172504612736,0.27108274953872635,-0.6569478036596171,-0.26877098810389505
5.375,0.49658088207269235,679.0129412818806,135.49519234095104,0.15418061082606935,0.7271494185289692,0.2728505814710308,-0.6556603452083605,-0.2694639428316207
5.4,0.5021187668607224,675.8667461195726,134.44646062018168,0.15547150235350587,0.7253838650658094,0.27461613493419057,-0.6543694536809239,-0.27016053911642857
5.425,0.5076822408080048,672.728528155406,133.40038796545952,0.15676579551309577,0.7236206533909233,0.2763793466090767,-0.6530751605213341,-0.27086077891653826
5.45,0.5132711292344468,669.5984070987854,132.3570142799193,0.1580634588306922,0.7218598459365082,0.27814015406349174,-0.6517774972037377,-0.2715646641214018
5.475,0.5188852569891584,666.4765006007433,131.31637878057194,0.15936446080380254,0.7201015042484065,0.27989849575159353,-0.6504764952306273,-0.27227219655099555
5.5,0.524524448486593,663.3629242588019,130.27851999992478,0.16066876990336565,0.7183456889868428,0.2816543110131572,-0.6491721861310642,-0.2729833779551189
5.525,0.5301885277423527,660.257791622205,129.24347578772588,0.16197635457553144,0.7165924599273217,0.2834075400726783,-0.6478646014588985,-0.27369821001269956
5.55,0.5358773184086546,657.1612141975193,128.2112833128306,0.16328718324344285,0.7148418759616808,0.28515812403831925,-0.646553772790987,-0.27441669433110594
5.575,0.5415906438094504,654.0733014545901,127.18197906518753,0.1646012243090195,0.7130939950992995,0.2869060049007005,-0.6452397317254104,-0.2751388324454654
5.6,0.5473283269751953,650.9941608328554,126.15559885794265,0.16591844615474308,0.7113488744684604,0.2886511255315396,-0.6439225098796868,-0.2758646258179911
5.625,0.5530901906772616,647.9238977480059,125.13217782965944,0.16723881714544414,0.7096065703178603,0.29039342968213966,-0.6426021388889858,-0.2765940758373144
5.65,0.5588760574619934,644.8626155989848,124.11175044665242,0.16856230563008992,0.7078671380182695,0.29213286198173044,-0.64127865040434,-0.2773271838178259
5.675,0.5646857496843961,641.810415775326,123.0943505054328,0.16988887994357285,0.7061306320643372,0.2938693679356628,-0.639952076090857,-0.27806395099902265
5.7,0.5705190895414574,638.7673976648173,122.08001113526325,0.1712185084084998,0.7043971060765394,0.2956028939234606,-0.63862244762593,-0.2788043785448637
5.725,0.5763758991050957,635.7336586614892,121.0687648008206,0.17255115933698142,0.702666612803269,0.2973333871967309,-0.6372897966974485,-0.27954846754313284
5.75,0.5822560003547336,632.7092941739188,120.06064330496375,0.17388680103242146,0.7009392041230642,0.2990607958769358,-0.6359541550020084,-0.28029621900480933
5.775,0.588159215209489,629.6943976338421,119.05567779160484,0.1752254017913058,0.6992149310469729,0.3007850689530272,-0.634615554243124,-0.28104763386344583
5.8,0.5940853655599845,626.6890605050723,118.05389874868163,0.1765669299049909,0.6974938437210516,0.30250615627894833,-0.633274026129439,-0.28180271297455506
5.825,0.6000342732997694,623.6933722927146,117.05533601122903,0.1779113536614913,0.6957759914289975,0.3042240085710025,-0.6319296023729386,-0.282561457115004
5.85,0.6060057603563518,620.7074205526695,116.06001876454734,0.17925864134726605,0.6940614225949064,0.3059385774050935,-0.6305823146871639,-0.28332386698241646
5.875,0.6119996487218373,617.7312909014238,115.06797554746541,0.18060876124900357,0.6923501847861622,0.3076498152138379,-0.6292321947854262,-0.28408994319458325
5.9,0.6180157604831729,614.7650670261166,114.0792342556964,0.18196168165540494,0.6906423247164465,0.3093576752835535,-0.6278792743790249,-0.2848596862888817
5.925,0.6240539178519918,611.8088306948799,113.09382214528414,0.183317370858965,0.6889378882488749,0.3110621117511251,-0.6265235851754649,-0.28563309672170284
5.95,0.6301139431940586,608.8626617674404,112.11176583613764,0.1846757971577513,0.6872369203992496,0.31276307960075045,-0.6251651588766786,-0.2864101748678875
5.975,0.6361956590583092,605.926638205984,111.13309131565217,0.18603692885718037,0.6855394653394313,0.3144605346605686,-0.6238040271772495,-0.28719092102017063
6.0,0.6422988882054886,603.0008360862696,110.15782394241404,0.1874007342717913,0.6838455664008265,0.31615443359917345,-0.6224402217626386,-0.2879753353886347
6.025,0.6484234536363789,600.0853296089908,109.18598844998776,0.18876718172701584,0.6821552660779859,0.317844733922014,-0.621073774307414,-0.28876341810017186
6.05,0.6545691786196204,597.1801911113754,108.21760895078263,0.1901362395609455,0.6804686060323151,0.31953139396768493,-0.6197047164734844,-0.2895551691979547
6.075,0.6607358867191209,594.2854910790197,107.25270893999743,0.19150787612609457,0.6787856270958914,0.32121437290410854,-0.6183330799083353,-0.29035058864091645
6.1,0.6669234018210537,591.4012981579483,106.29131129964028,0.19288205979115944,0.6771063692753883,0.3228936307246117,-0.6169588962432704,-0.2911496763032398
6.125,0.6731315481604431,588.5276791668946,105.33343830262235,0.19425875894277342,0.6754308717561005,0.3245691282438995,-0.6155821970916564,-0.29195243197385484
6.15,0.6793601503473334,585.6646991097955,104.37911161692269,0.19563794198725726,0.6737591729060723,0.3262408270939277,-0.6142030140471726,-0.29275885535594687
6.175,0.685609033392545,582.8124211884941,103.4283523098222,0.19701957735236458,0.6720913102803225,0.32790868971967746,-0.6128213786820653,-0.2935689460664726
6.2,0.6918780227330119,579.9709068156428,102.48118085220513,0.1984036334890224,0.6704273206251666,0.32957267937483337,-0.6114373225454075,-0.2943827036356866
6.225,0.6981669442567056,577.1402156278033,101.53761712292525,0.19979007887306624,0.6687672398826314,0.33123276011736863,-0.6100508771613636,-0.2952001275066764
6.25,0.7044756243271376,574.3204054987327,100.5976804132351,0.20117888200696946,0.6671111031949621,0.33288889680503786,-0.6086620740274604,-0.2960212170349075
6.275,0.7108038898074468,571.5115325528564,99.66138943127628,0.20257001142156686,0.6654589449092178,0.33454105509078225,-0.607270944612863,-0.2968459714877783
6.3,0.7171515680840685,568.7136511789124,98.72876230662831,0.20396343567777198,0.663810798581953,0.33618920141804703,-0.6058775203566579,-0.2976743900441838
6.325,0.7235184870899846,565.9268140437712,97.79981659491457,0.2053591233682879,0.6621666969839846,0.3378333030160155,-0.604481832666142,-0.29850647179408973
6.35,0.729904475327555,563.1510721064158,96.87456928246274,0.20675704311931137,0.6605266721052394,0.33947332789476065,-0.6030839129151184,-0.29934221573811665
6.375,0.7363093618909331,560.3864746320814,95.953036791018,0.20815716359222988,0.6588907551596822,0.3411092448403178,-0.6016837924421999,-0.3001816207871327
6.4,0.7427329764880617,557.6330692065487,95.03523498250708,0.20955945348531155,0.6572589765903211,0.34274102340967894,-0.6002815025491183,-0.3010246857618576
6.425,0.7491751494622527,554.89090175058,94.12117916385084,0.21096388153538737,0.6556313660742863,0.3443686339257137,-0.5988770744990425,-0.3018714093924759
6.45,0.7556357118133495,552.1600165344983,93.21088409182357,0.21237041651952576,0.654007952527984,0.345992047472016,-0.597470539514904,-0.3027217903182603
6.475,0.7621144952184737,549.4404561928991,92.3043639779572,0.21377902725669898,0.6523887641123184,0.3476112358876816,-0.5960619287777309,-0.30357582708720476
6.5,0.7686113320523572,546.7322617394917,91.40163249348808,0.21518968260944127,0.6507738282379832,0.34922617176201676,-0.5946512734249886,-0.3044335181556687
6.525,0.7751260554072581,544.0354725820614,90.50270277434463,0.21660235148549845,0.6491631715708186,0.3508368284291814,-0.5932386045489314,-0.30529486188802984
6.55,0.7816584991124662,541.3501265375497,89.60758742617408,0.21801700283946862,0.6475568200372314,0.35244317996276864,-0.5918239531949612,-0.30615985655634853
6.575,0.7882084977533942,538.6762598472455,88.71629852940603,0.2194336056744339,0.6459547988296773,0.3540452011703227,-0.5904073503599959,-0.3070285003400415
6.6,0.7947758866902592,536.0139071920811,87.8288476443512,0.22085212904358276,0.6443571324122023,0.35564286758779773,-0.5889888269908471,-0.30790079132556625
6.625,0.8013605020763546,533.3631017080277,86.9452458163334,0.2222725420518228,0.6427638445260401,0.3572361554739599,-0.5875684139826071,-0.3087767275061156
6.65,0.8079621808759146,530.723875001586,86.06550358085282,0.22369481385738385,0.6411749581952659,0.358825041804734,-0.586146142177046,-0.30965630678132255
6.675,0.8145807608815723,528.0962571653649,85.18963096877916,0.2251189136734108,0.6395904957325018,0.3604095042674982,-0.5847220423610191,-0.3105395269569754
6.7,0.8212160807314121,525.4802767937434,84.31763751157199,0.22654481076954633,0.6380104787446728,0.36198952125532724,-0.5832961452648835,-0.31142638574474363
6.725,0.8278679799256221,522.8759609986101,83.44953224652755,0.22797247447350302,0.6364349281388116,0.36356507186118836,-0.5818684815609269,-0.3123168807619133
6.75,0.8345362988427434,520.2833354251757,82.5853237220494,0.22940187417262486,0.6348638641279101,0.36513613587209,-0.580439081861805,-0.3132110095311341
6.775,0.841220878755522,517.7024242678522,81.72502000294156,0.23083297931543756,0.6332973062368134,0.36670269376318665,-0.5790079767189923,-0.31410876948017613
6.8,0.8479215618463635,515.1332502861944,80.86862867572229,0.2322657594131878,0.6317352733081587,0.36826472669184135,-0.577575196621242,-0.31501015794169657
6.825,0.8546381912223935,512.5758348208984,80.01615685395696,0.23370018404137116,0.630177783508352,0.3698222164916481,-0.5761407719930587,-0.31591517215301795
6.85,0.8613706109301273,510.03019780985113,79.16761118360789,0.2351362228412481,0.6286248543335837,0.37137514566641633,-0.5747047331931817,-0.3168238092559165
6.875,0.8681186659697473,507.4963578042278,78.32299784840009,0.23657384552134844,0.6270765026158813,0.37292349738411873,-0.5732671105130814,-0.3177360662964204
6.9,0.874882202308996,504.97433198462966,77.48232257520074,0.23801302185896347,0.6255327445291943,0.3744672554708058,-0.5718279341754664,-0.3186519402246195
6.925,0.8816610668966823,502.46413617726046,76.645590639411,0.23945372170162602,0.623993595595513,0.37600640440448696,-0.5703872343328038,-0.3195714278944846
6.95,0.8884551076758074,499.9657848701332,75.81280687036856,0.2408959149685779,0.6224590706910171,0.37754092930898286,-0.568945041065852,-0.3204945260636977
6.975,0.8952641735963108,497.47929122930566,74.9839756567594,0.24233957165222475,0.620929184052252,0.3790708159477481,-0.5675013843822051,-0.32142123139349316
7.0,0.9020881146274388,495.004667115138,74.15910095203682,0.2437846618195779,0.6194039492823321,0.3805960507176679,-0.5660562942148519,-0.32235154044850817
7.025,0.9089267817697415,492.5419230985682,73.3381862798469,0.24523115561368328,0.6178833793571694,0.3821166206428306,-0.5646098004207466,-0.32328544969664486
7.05,0.9157800270666981,490.091068477402,72.52123473945818,0.24667902325503702,0.6163674866317232,0.38363251336827675,-0.5631619327793929,-0.32422295550894237
7.075,0.9226477036159736,487.6521112926106,71.70824901119438,0.24812823504298756,0.6148562828462723,0.3851437171537277,-0.5617127209914423,-0.3251640541594594
7.1,0.9295296655803128,485.22505834463425,70.89923136186891,0.2495787613571242,0.6133497791327052,0.3866502208672948,-0.5602621946773056,-0.32610874182516725
7.125,0.9364257681980718,482.80991520968564,70.09418365021936,0.25103057265865175,0.6118479860208288,0.38815201397917126,-0.558810383375778,-0.3270570145858532
7.15,0.9433358677933912,480.40668625604894,69.2931073323405,0.25248363949175134,0.6103509134446914,0.3896490865553086,-0.5573573165426785,-0.3280088684240342
7.175,0.9502598217860146,478.0153746603726,68.49600346711503,0.25393793248492685,0.6088585707489212,0.39114142925107875,-0.555903023549503,-0.32896429922488185
7.2,0.9571974887007554,475.6359824239474,67.70287272163996,0.2553934223523373,0.6073709666950755,0.3926290333049245,-0.5544475336820925,-0.3299233027761563
7.225,0.9641487281766151,473.2685103889706,66.91371537664772,0.2568500798951146,0.6058881094680012,0.3941118905319988,-0.5529908761393152,-0.3308858747681513
7.25,0.971113400975558,470.9129582547889,66.12853133192046,0.25830787600266647,0.6044100066822042,0.39558999331779576,-0.5515330800317634,-0.33185201079364957
7.275,0.9780913689909416,468.56932459411735,65.34732011169662,0.259766781653965,0.6029366653882262,0.3970633346117738,-0.5500741743804649,-0.3328217063478885
7.3,0.9850824952556116,466.237606869231,64.57008087006783,0.26122676791881994,0.6014680920790265,0.3985319079209735,-0.5486141881156099,-0.3337949568285357
7.325,0.9920866439496626,463.91780144812475,63.796812396365745,0.26268780595913693,0.6000042926963687,0.3999957073036314,-0.5471531500752929,-0.334771757535675
7.35,0.9991036804078662,461.6099036206379,63.02751312053679,0.2641498670301606,0.5985452726372094,0.4014547273627907,-0.5456910890042692,-0.33575210367180236
7.375,1.0061334711267735,459.31390761454014,62.2621811185042,0.26561292248170226,0.5970910367600883,0.40290896323991165,-0.5442280335527276,-0.3367359903418325
7.4,1.0131758837714928,457.02980661157545,61.500814117515986,0.26707694375935204,0.5956415893915183,0.40435841060848166,-0.5427640122750779,-0.3377234125531152
7.425,1.0202307871821503,454.7575927634601,60.743409501477515,0.2685419024056755,0.5941969343323721,0.40580306566762786,-0.5412990536287543,-0.33871436521546155
7.45,1.027298051380031,452.49725720783135,59.98996431626795,0.27000777006139426,0.5927570748642672,0.4072429251357328,-0.5398331859730356,-0.3397088431411798
7.475,1.0343775475734107,450.24879008414496,59.240475275039145,0.2714745184665511,0.5913220137559452,0.4086779862440548,-0.5383664375678787,-0.34070684104512267
7.5,1.0414691481630773,448.0121805495157,58.49493876349605,0.2729421194616587,0.5898917532696452,0.41010824673035484,-0.5368988365727712,-0.34170835354474255
7.525,1.0485727267475498,445.7874167945004,57.75335084515763,0.2744105449888326,0.5884662951674697,0.4115337048325303,-0.5354304110455972,-0.3427133751601583
7.55,1.0556881581279938,443.57448605881905,57.01570726659718,0.2758797670929077,0.5870456407177418,0.41295435928225827,-0.5339611889415221,-0.3437219003142302
7.575,1.0628153183128424,441.37337464701096,56.28200346266118,0.27734975792253846,0.5856297907013515,0.41437020929864854,-0.5324911981118914,-0.344733923332646
7.6,1.0699540845221243,439.1840679440242,55.55223456166554,0.27882048973128304,0.5842187454180916,0.41578125458190834,-0.5310204663031468,-0.34574943844401596
7.625,1.0771043351915008,437.0065504307328,54.826395390568415,0.28029193487867043,0.5828125046929806,0.41718749530701943,-0.5295490211557594,-0.34676843977997723
7.65,1.08426594997602,434.8408056993836,54.104480480118724,0.28176406583125135,0.5814110678825704,0.4185889321174296,-0.5280768902031785,-0.34779092137530854
7.675,1.0914388097535888,432.6868164689655,53.38648406997935,0.2832368551636322,0.5800144338812413,0.4199855661187587,-0.5266041008707977,-0.3488168771680535
7.7,1.0986227966281674,430.54456460050005,52.672400113824196,0.28471027555949247,0.5786226011274782,0.4213773988725218,-0.5251306804749374,-0.34984630099965386
7.725,1.1058177939326927,428.4140311122525,51.96222228440832,0.28618429981258536,0.5772355676101311,0.42276443238986894,-0.5236566562218445,-0.3508791866150918
7.75,1.1130236862317302,426.2951961948582,51.25594397861023,0.28765890082772116,0.5758533308746558,0.4241466691253442,-0.5221820552067087,-0.35191552766304196
7.775,1.1202403593238623,424.1880392263643,50.55355832244561,0.289134051621734,0.5744758880293359,0.42552411197066414,-0.5207069044126958,-0.35295531769603145
7.8,1.1274677002438147,422.0925387871826,49.85505817605171,0.2906097253244313,0.5731032357514831,0.4268967642485169,-0.5192312307099985,-0.3539985501706103
7.825,1.134705597264326,420.0086726749523,49.160436138641614,0.29208589517952643,0.5717353702936163,0.42826462970638374,-0.5177550608549034,-0.3550452184475305
7.85,1.1419539398977652,417.9364179193104,48.46968455342761,0.29356253454555387,0.5703722874896174,0.42962771251038256,-0.516278421488876,-0.35609531579193326
7.875,1.149212618897498,415.875750796567,47.78279551251316,0.2950396168967674,0.569013982760864,0.43098601723913604,-0.5148013391376625,-0.3571488353735463
7.9,1.1564815262590113,413.82664684428516,47.09976086175256,0.296517115824021,0.5676604511223355,0.4323395488776644,-0.5133238402104088,-0.35820577026688877
7.925,1.1637605552207921,411.7890808757605,46.42057220557769,0.2979950050356325,0.5663116871886963,0.4336883128113037,-0.5118459509987974,-0.35926611345148557
7.95,1.1710496002649755,409.76302699440197,45.7452209117915,0.29947325835822963,0.5649676851803487,0.43503231481965127,-0.5103676976762002,-0.3603298578120906
7.975,1.1783485571177534,407.74845860800855,45.07369811632705,0.3009518497375793,0.5636284389294617,0.43637156107053837,-0.5088891062968506,-0.36139699613891696
8.0,1.1856573227495595,405.74534844294385,44.405994727972136,0.30243075323939883,0.5622939418859683,0.4377060581140317,-0.507410202795031,-0.3624675211278776
8.025,1.1929757953750268,403.7536685582032,43.742101433058544,0.3039099430501502,0.560964187123536,0.43903581287646404,-0.5059310129842797,-0.3635414253808327
8.05,1.2003038744527235,401.77339035937393,43.08200870011548,0.30538939347781674,0.5596391673455048,0.44036083265449527,-0.504451562556613,-0.364618701405846
8.075,1.2076414606846757,399.80448461248767,42.425706784486756,0.3068690789526625,0.5583188748907959,0.44168112510920404,-0.5029718770817673,-0.3656993416174494
8.1,1.2149884560156716,397.8469214577607,41.77318573291105,0.3083489740279739,0.5570033017397884,0.44299669826021165,-0.501491982006456,-0.3667833383369149
8.125,1.222344763632362,395.90067042322255,41.12443538806501,0.3098290533807841,0.5556924395201619,0.44430756047983816,-0.5000119026536458,-0.3678706837925354
8.15,1.2297102879621529,393.9657004382327,40.47944539306842,0.31130929181258,0.5543862795127084,0.4456137204872917,-0.49853166422184986,-0.36896137011991287
8.175,1.2370849346718968,392.04197984688153,39.838205195951346,0.3127896642499916,0.5530848126571077,0.44691518734289226,-0.49705129178443824,-0.37005538936225363
8.2,1.2444686106663894,390.12947642127517,39.20070405408257,0.314270145745464,0.5517880295576707,0.44821197044232935,-0.4955708102889658,-0.3711527334706728
8.225,1.25186122408667,388.22815737470467,38.566931038559055,0.3157507114779119,0.5504959204890442,0.44950407951095583,-0.49409024455651795,-0.372253394304505
8.25,1.2592626843081347,386.33798937469544,37.93687503855598,0.31723133675335663,0.549208475401883,0.450791524598117,-0.4926096192810732,-0.3733573636316228
8.275,1.266672901938463,384.45893855593886,37.31052476563715,0.3187119970055459,0.5479256839284834,0.45207431607151666,-0.4911289590288839,-0.374464633128763
8.3,1.2740917888153638,382.590970533103,36.687868758025175,0.32019266779655625,0.5466475353883795,0.4533524646116205,-0.4896482882378736,-0.37557519438185955
8.325,1.281519258004141,380.7340504135218,36.06889538483143,0.32167332481737754,0.5453740187939033,0.45462598120609665,-0.4881676312170523,-0.3766890388863838
8.35,1.2889552237950899,378.888142809763,35.45359285024518,0.32315394388848084,0.5441051228557047,0.45589487714429533,-0.486687012145949,-0.3778061580476919
8.375,1.2963996017007182,377.053211852073,34.84194919768185,0.32463450096036867,0.5428408359882332,0.4571591640117668,-0.4852064550740612,-0.378926543181379
8.4,1.303852308452804,375.22922120069734,34.23395231388995,0.32611497211410784,0.5415811463151812,0.45841885368481883,-0.483725983920322,-0.38005018551364034
8.425,1.31131326199929,373.4161340580776,33.62958993301668,0.3275953335618453,0.5403260416748861,0.459673958325114,-0.48224562247258457,-0.3811770761816385
8.45,1.318782381501017,371.6139131809224,33.02884964063165,0.3290755616473066,0.5390755096256924,0.4609244903743076,-0.48076539438712323,-0.38230720623387837
8.475,1.3262595873283063,369.82252089215416,32.4317188777089,0.3305556328462775,0.5378295374512738,0.4621704625487261,-0.47928532318815237,-0.38344056663058745
8.5,1.333744801057387,368.04191909272737,31.83818494456663,0.33203552376706796,0.5365881121659135,0.46341188783408643,-0.4778054322673619,-0.3845771482441031
8.525,1.3412379454666745,366.27206927332185,31.248235004764812,0.33351521115095983,0.5353512205197422,0.46464877948025785,-0.47632574488347,-0.38571694185926586
8.55,1.3487389445329085,364.5129325259083,30.661856088960274,0.3349946718726369,0.5341188490039352,0.4658811509960648,-0.474846284161793,-0.3868599381738191
8.575,1.3562477234271464,362.7644695551853,30.079035098719277,0.3364738829405981,0.5328909838558671,0.46710901614413286,-0.47336707309383175,-0.3880061277988142
8.6,1.3637642085106216,361.0266406898896,29.499758810287386,0.33795282149755457,0.5316676110642227,0.46833238893577733,-0.4718881345368753,-0.3891555012590225
8.625,1.3712883273304668,359.299405893977,28.924013878316494,0.3394314648208088,0.5304487163740657,0.4695512836259344,-0.470409491213621,-0.3903080489933519
8.65,1.3788200086153077,357.5827247776747,28.35178683954906,0.3409097903226181,0.5292342852918636,0.47076571470813644,-0.46893116571181176,-0.3914637613552702
8.675,1.3863591822707289,355.87655660840517,27.78306411645922,0.3423877755505406,0.5280243030904695,0.47197569690953045,-0.46745318048388923,-0.39262262861323344
8.7,1.3939057793746177,354.18086032158055,27.217832020851024,0.34386539818776535,0.5268187548140594,0.4731812451859406,-0.4659755578466645,-0.3937846409511195
8.725,1.4014597321723867,352.4955945312679,26.65607675741348,0.3453426360534254,0.5256176252830247,0.4743823747169753,-0.46449831998100444,-0.3949497884686677
8.75,1.4090209740720805,350.820717540725,26.09778442723251,0.3468194671028949,0.5244208990988217,0.4755791009011782,-0.46302148893153494,-0.39611806118192294
8.775,1.4165894396393672,349.15618735280685,25.54294103125979,0.34829586942806956,0.5232285606487755,0.47677143935122446,-0.4615450866063603,-0.3972894490236854
8.8,1.4241650645924229,347.5019616802427,24.9915324737384,0.34977182125763095,0.5220405941108384,0.4779594058891616,-0.4600691347767989,-0.39846394184396466
8.825,1.4317477857967051,345.8579979557836,24.44354456558537,0.35124730095729495,0.5208569834583046,0.47914301654169544,-0.4585936550771349,-0.39964152941043957
8.85,1.4393375412596268,344.2242533422208,23.8989630277311,0.3527222870300436,0.5196777124644784,0.48032228753552164,-0.45711866900438625,-0.40082220140892166
8.875,1.446934270125128,342.6006847422745,23.357773494415675,0.3541967581163416,0.5185027647072975,0.48149723529270255,-0.45564419791808825,-0.4020059474438244
8.9,1.4545379126681477,340.9872488083539,22.81996151644215,0.35567069299433646,0.5173321235739107,0.4826678764260893,-0.4541702630400934,-0.40319275703863583
8.925,1.4621484102890068,339.3839019521881,22.28551256438687,0.3571440705800433,0.5161657722652097,0.48383422773479035,-0.4526968854543865,-0.4043826196363967
8.95,1.4697657055076936,337.7906003543279,21.754412031766822,0.35861686992751374,0.515003693800315,0.48499630619968503,-0.4512240861069161,-0.4055755246001817
8.975,1.4773897419580664,336.2072999735201,21.226645238164213,0.3600890702289893,0.5138458710210161,0.4861541289789839,-0.44975188580544057,-0.4067714612135857
9.0,1.485020464381969,334.63395655595224,20.70219743230825,0.3615606508150395,0.5126922865961652,0.4873077134038348,-0.44828030521939033,-0.40797041868121386
9.025,1.4926578186232622,333.0705256443704,20.18105379511431,0.36303159115468453,0.5115429230260256,0.48845707697397445,-0.4468093648797453,-0.4091723861291751
9.05,1.5003017516217774,331.51696258706926,19.663199442680597,0.36450187085550273,0.510397762646573,0.48960223735342706,-0.4453390851789271,-0.4103773526055801
