r_km,m_msun,epsilon_MeVfm3,p_MeVfm3,phi_raw,f_metric,compactness_2m_r,Phi,gtt_minus
4.15,0.259970477273395,839.8951605652555,189.12259876874265,0.09573671570186079,0.8149925183840385,0.18500748161596142,-0.714104240332569,-0.23973803307035976
4.175,0.2640608855752038,836.5476985944334,188.0067781118019,0.09682342927772192,0.8132068472736036,0.18679315272639643,-0.7130175267567079,-0.24025965286671452
4.2,0.2681840423054892,833.1998415488154,186.89082576326263,0.09791501636785722,0.8114194062422164,0.18858059375778358,-0.7119259396665726,-0.2407847545230392
4.225,0.27233984513647375,829.8518067821379,185.7748141743701,0.0990114489464014,0.809630298237268,0.19036970176273202,-0.7108295070880284,-0.2413133423707112
4.25,0.27652818924844735,826.503809911844,184.65881521760548,0.10011269888005017,0.80783962551551,0.19216037448448997,-0.7097282571543797,-0.24184542071140425
4.275,0.28074896737205485,823.1560648000988,183.542900180357,0.10121873792943913,0.8060474896340354,0.19395251036596461,-0.7086222181049907,-0.24238099381622458
4.3,0.28500206983072374,819.8087835353494,182.42713975877396,0.10232953775053485,0.8042539914414766,0.19574600855852345,-0.707511418283895,-0.24292006592484647
4.325,0.28928738458321784,816.4621764144385,181.31160405180364,0.1034450698960382,0.8024592310694234,0.19754076893057665,-0.7063958861383917,-0.2434626412446486
4.35,0.2936047972663056,813.1164519252607,180.196362555411,0.10456530581679957,0.8006633079240593,0.1993366920759407,-0.7052756502176303,-0.2440087239498505
4.375,0.29795419123752787,809.7718167299715,179.08148415698136,0.10569021686324616,0.7988663206780167,0.20113367932198334,-0.7041507391711836,-0.24455831818064944
4.4,0.30233544761805414,806.4284756487422,177.9670371299049,0.10681977428682095,0.7970683672624507,0.20293163273754933,-0.7030211817476089,-0.24511142804235803
4.425,0.3067484453356137,803.0866316440595,176.85308912834395,0.10795394924143338,0.7952695448593318,0.2047304551406682,-0.7018870067929964,-0.24566805760454233
4.45,0.31119306116748907,799.7464858055712,175.7397071821812,0.10909271278492161,0.7934699498939568,0.20653005010604325,-0.7007482432495082,-0.2462282109001611
