r_km,m_msun,epsilon_MeVfm3,p_r_MeVfm3,p_t_MeVfm3,sigma_MeVfm3,anisotropy_ratio_sigma_pr,f_metric,compactness_2m_r,NEC_r,NEC_t,SEC,DEC_r,DEC_t,phi_raw,Phi,gtt_minus
4.25,0.2818754338844906,851.1647707364552,192.87913549247594,201.3699306421066,8.4907951496307,0.04402132520944402,0.8041238071227637,0.1958761928772364,1.3821401038918355e-09,1.3933805013695846e-09,1.915300548960981e-09,8.714604537781883e-10,8.602200563004393e-10,0.1018430513803791,-0.7557045704150808,-0.22059890391468875
4.275,0.28622259805164924,847.8913674507573,191.78800106390992,200.30825378017582,8.520252716265892,0.0444253689959815,0.802266088686916,0.19773391131308402,1.3763621834673763e-09,1.3876415778531735e-09,1.9067116621403884e-09,8.685714935659586e-10,8.572920991801613e-10,0.10298610965397142,-0.7545615121414884,-0.22110379561996577
4.3,0.290603951432177,844.6157700356462,190.6961352588729,199.2449812788428,8.54884601996984,0.044829676324402955,0.8004064896863026,0.19959351031369738,1.370580390160768e-09,1.3818976373145536e-09,1.8981146777164525e-09,8.656805969126545e-10,8.54363349758869e-10,0.10413444864147527,-0.7534131731539846,-0.2216121834156159
4.325,0.2950193855901316,841.3381851679158,189.60360696962942,198.18017953194612,8.57657256231671,0.045234226813472486,0.7985451167776857,0.2014548832223143,1.364795088779511e-09,1.3761490412537253e-09,1.889510136285425e-09,8.62787946222026e-10,8.514339937478118e-10,0.10528804242172929,-0.7522595793737306,-0.2221240745758368
4.35,0.29946878934146265,838.0588184502604,188.510484730411,197.11391479417225,8.60343006376123,0.0456390002713377,0.7966820760317169,0.20331792396828308,1.3590066422352006e-09,1.3703961495645462e-09,1.880898576179222e-09,8.598937229498708e-10,8.485042156205251e-10,0.10644686491896764,-0.7511007568764922,-0.2226394763539
4.375,0.30395204879428617,834.7778743881665,187.416836709713,196.04625317163365,8.629416461920634,0.04604397669610976,0.7948174729224963,0.20518252707750376,1.353215411502737e-09,1.3646393204916656e-09,1.8722805333996922e-09,8.569981075836391e-10,8.455741985947103e-10,0.10761088990360132,-0.7499367318918585,-0.22315839598102366
4.4,0.30846904738942726,831.495556367127,186.32273070269983,194.9772606124989,8.654529909799109,0.04644913627639156,0.7929514123173069,0.20704858768269313,1.3474217555801083e-09,1.3588789105879572e-09,1.8636565415535896e-09,8.541012796223247e-10,8.426441246144759e-10,0.10878009099302129,-0.7487675308024385,-0.22368084066524002
4.425,0.3130196659412157,828.21206663019,185.22823412372074,193.9070028976771,8.678768773956357,0.04685445939175497,0.7910839984665287,0.20891600153347134,1.3416260314487609e-09,1.353115274672464e-09,1.855027131788277e-09,8.512034175566509e-10,8.397141743329478e-10,0.10995444165242337,-0.7475931801430364,-0.22420681759025896
4.45,0.31760378267852474,824.9276062558399,184.13341399893744,192.83554563155928,8.70213163262184,0.047259926613167864,0.789215334993731,0.21078466500626905,1.3358285940345565e-09,1.3473487657888611e-09,1.8463928327281735e-09,8.483046988495488e-10,8.367845270952442e-10,0.11113391519565498,-0.7464137065998049,-0.2247363339143267
4.475,0.32222127328603845,821.6423751362217,183.03833695906474,191.76295423282107,8.724617273756358,0.04766551870337174,0.787345524885946,0.21265447511405397,1.330029796169336e-09,1.3415797351644514e-09,1.8377541704119642e-09,8.454052999169385e-10,8.338553609218232e-10,0.11231848478608364,-0.7452291370093762,-0.22526939676908075
4.5,0.326872010945737,818.3565719557062,181.94306923222624,190.68929392528875,8.74622469306251,0.04807121661721069,0.7854746704841242,0.21452532951587572,1.324229988553084e-09,1.335808532169697e-09,1.8291116682305816e-09,8.425053961088124e-10,8.309268524921994e-10,0.1135081234374873,-0.7440394983579726,-0.22580601325840016
4.525,0.33155586637858553,815.0703941698059,180.8476766369261,189.61462972887176,8.766953091945659,0.04847700150191254,0.7836028734737723,0.21639712652622772,1.3184295197167151e-09,1.3300355042783067e-09,1.820465846865985e-09,8.39605161690628e-10,8.279991771290365e-10,0.11470280401496658,-0.7428448177804933,-0.22634619045725232
4.55,0.3362727078864164,811.7840379844423,179.7522245751382,188.53902645056527,8.786801875427052,0.048882854697322994,0.7817302348757748,0.21826976512422525,1.3126287359854762e-09,1.324260997027874e-09,1.8118172242307394e-09,8.367047698250086e-10,8.250725087826107e-10,0.11590249923587868,-0.7416451225595811,-0.22688993541053565
4.575,0.3410224013939898,808.4976983355697,178.6567780255141,187.4625486755247,8.805770650010585,0.049288757736093425,0.7798568550374014,0.22014314496259862,1.3068279814429808e-09,1.31848535398109e-09,1.803166315408419e-09,8.338043925537609e-10,8.221470200156518e-10,0.11710718167079331,-0.7404404401246665,-0.2274372551319186
4.6,0.34580481049122314,805.211568869161,177.5614015367112,186.38526075821616,8.823859221504954,0.04969469234382339,0.7779828336234993,0.22201716637650068,1.3010275978958823e-09,1.3127089166875305e-09,1.7945136325948495e-09,8.309042007802116e-10,8.192228819885635e-10,0.11831682374447021,-0.7392307980509897,-0.22798815660267513
4.625,0.35061979647557495,801.9258419215538,176.46615922084203,185.3072268136447,8.841067592802663,0.050100640439158295,0.7761082696078726,0.22389173039212742,1.2952279248391817e-09,1.306932024646026e-09,1.7858596850401907e-09,8.280043642518614e-10,8.16300264445017e-10,0.1195313977368586,-0.7380162240586012,-0.22854264677051697
4.65,0.35546721839457124,798.6407085001656,175.37111474704602,184.22851070866355,8.857395961617572,0.05050658413384332,0.7742332612648484,0.22576673873515163,1.2894292994221899e-09,1.3011550152676276e-09,1.7772049789918896e-09,8.251050515433655e-10,8.133793356979278e-10,0.12075087578411828,-0.7367967460113416,-0.2291007325484221
4.675,0.3603469330884628,795.3563582645826,174.276331335185,183.1491760533675,8.872844718182535,0.05091250573273445,0.772357906161032,0.227642093838968,1.2836320564151439e-09,1.2953782238391754e-09,1.7685500176385085e-09,8.222064300398424e-10,8.104602626158109e-10,0.12197522987966247,-0.7355723919157974,-0.22966242081346058
4.7,0.3652587952330011,792.0729795080169,173.18187174966312,182.06928619257187,8.887414442908721,0.05131838773376699,0.7704823011472502,0.22951769885274978,1.2778365281764804e-09,1.289601983487474e-09,1.7598953010544372e-09,8.193086659205107e-10,8.07543210609517e-10,0.12320443187522234,-0.7343431899202375,-0.2302277184056172
4.725,0.3702026573823199,788.7907591391453,172.08779829337266,180.98890419738083,8.901105904008174,0.0517242128278828,0.7686065423506843,0.23139345764931576,1.2720430446207758e-09,1.2838266251440844e-09,1.7512413261455102e-09,8.164119241426584e-10,8.046283436193499e-10,0.12443845348193308,-0.7331091683135268,-0.23079663212661142
4.75,0.37517837001191096,785.5098826643265,170.99417280176627,179.90809285684753,8.913920055081247,0.05212996389891697,0.7667307251671924,0.23326927483280752,1.2662519331873605e-09,1.2780524775107445e-09,1.7425885865955384e-09,8.135163684259507e-10,8.017158241025666e-10,0.12567726627144157,-0.7318703555240182,-0.2313691687387144
4.775,0.38018578156168215,782.2305341701993,169.9010566370573,178.8269146697277,8.925858032670398,0.05253562402344453,0.7648549442538237,0.23514505574617622,1.2604635188096015e-09,1.2722798670254148e-09,1.7339375728137583e-09,8.106221612370712e-10,7.98805813021258e-10,0.12692084167703555,-0.7306267801184243,-0.23194533496356373
4.8,0.38522473847908517,778.9528963066714,168.80851068254796,177.74543183632994,8.936921153781952,0.05294117647058824,0.7629792935215216,0.23702070647847837,1.254678123884875e-09,1.2665091178289677e-09,1.7252887718832275e-09,8.07729463774708e-10,7.958984698306152e-10,0.12816915099479415,-0.7293784708006656,-0.23252513748097592
4.825,0.3902950852623019,775.6771502702902,167.71659533708757,176.66370625046494,8.947110913377362,0.05334660470178806,0.7611038661280194,0.23889613387198055,1.248896068245216e-09,1.2607405517325181e-09,1.716642667510158e-09,8.048384359548783e-10,7.929939524675761e-10,0.1294221653847598,-0.7281254564107,-0.2331085829277561
4.85,0.39539666450347655,772.4034757880083,166.62537050966029,175.5817994914958,8.956428981835492,0.0537518923705333,0.7592287544709273,0.24077124552907264,1.2431176691286598e-09,1.254974488185405e-09,1.70799973997421e-09,8.019492363966003e-10,7.90092417339855e-10,0.13067985587213146,-0.7268677659233284,-0.23369567789650664
4.875,0.4005293169319832,769.13205110134,165.5348956141042,174.49977281649169,8.964877202387486,0.054157023322058045,0.7573540501810109,0.24264594981898913,1.23734324115128e-09,1.2492112442438326e-09,1.6993604660797543e-09,7.990620224079105e-10,7.871940193153582e-10,0.13194219334847881,-0.7256054284469811,-0.23428642893443286
4.9,0.40569288145771487,765.863052950913,164.44522956396182,173.41768715248747,8.972457588525677,0.054561981593000804,0.7554798441156614,0.24452015588433856,1.2315730962799172e-09,1.243451134540169e-09,1.6907253191081089e-09,7.961769499722291e-10,7.842989117119772e-10,0.13320914857297775,-0.7243384732224821,-0.234880842542148
4.925,0.41088719521438566,762.5966565614158,163.35643076746274,172.33560308885083,8.979172321388102,0.05496675141102905,0.7536062263525591,0.2463937736474409,1.2258075438056112e-09,1.237694471252918e-09,1.6820947687707599e-09,7.932941737350762e-10,7.814072462877694e-10,0.13448069217366665,-0.7230669296217932,-0.23547892517247582
4.95,0.4161120936028308,759.3330356269457,162.26855712263944,171.25358086975953,8.985023747120078,0.05537131719442954,0.7517332861835274,0.24826671381647258,1.2200468903177392e-09,1.2319415640773617e-09,1.6734692811635837e-09,7.9041384699114e-10,7.785191732315174e-10,0.13575679464872356,-0.7217908271467363,-0.23608068322925238
4.975,0.42136741033429687,756.0723622967557,161.18166601257607,170.17168038679037,8.990014374214303,0.05577566355166514,0.7498611121085803,0.2501388878914197,1.2142914396788551e-09,1.2261927201968808e-09,1.6648493187220634e-09,7.87536121671698e-10,7.756348411536725e-10,0.1370374263677642,-0.7205101954276957,-0.23668612306612646
5.0,0.42665297747370773,752.814807161402,160.09581430079146,169.08996117162243,8.994146870830985,0.05617977528089889,0.7479897918301612,0.25201020816983877,1.208541493000241e-09,1.220448244254956e-09,1.6562353401775208e-09,7.846611483323911e-10,7.727543970776762e-10,0.1383225575731603,-0.7192250642222995,-0.23729525098535909
5.025,0.4319686254828973,749.5605392392963,159.01105832675628,168.0084823888557,8.9974240620994,0.05658363736948621,0.7461194122475744,0.2538805877524256,1.2027973486181692e-09,1.21470843832786e-09,1.6476278005143653e-09,7.81789076141355e-10,7.698779864316641e-10,0.13961215838137878,-0.7179354634140811,-0.2379080732366217
5.05,0.4373141832637959,746.3097259636628,157.92745390154514,166.92730282894752,8.999848927402375,0.05698723499343595,0.7442500594516078,0.2557499405483922,1.1970593020708793e-09,1.2089736018980392e-09,1.6390271509283686e-09,7.789200528677101e-10,7.670057530405502e-10,0.1409061987843408,-0.7166414230111191,-0.2385245960157946
5.075,0.442689478201562,743.0625331698982,156.84505630362355,165.84648090126856,9.001424597645025,0.057390553516840866,0.7423818187193478,0.2576181812806522,1.1913276460762679e-09,1.2032440318281862e-09,1.6304338387859682e-09,7.760542248704044e-10,7.64137839118486e-10,0.14220464865080146,-0.7153429731446583,-0.23914482546376398
5.1,0.4480943362076457,739.8191250833393,155.76392027477058,164.76607462727983,9.00215435250924,0.05779357849127876,0.740514774509185,0.259485225490815,1.1856026705102985e-09,1.1975200223360169e-09,1.6218483075846139e-09,7.731917370874197e-10,7.612743852617013e-10,0.14350747772774922,-0.7140401440677107,-0.239768767665219
5.125,0.45352858176277433,736.5796643074385,154.68410001613705,163.68614163383225,9.00204161769522,0.05819629565518435,0.7386490104560117,0.2613509895439882,1.1798846623861265e-09,1.1918018649697425e-09,1.613270996914151e-09,7.703327330253337e-10,7.584155304417179e-10,0.14481465564182522,-0.7127329661536346,-0.24039642864744926
5.15,0.45899203795984994,733.3443118123457,153.60564918443941,162.6067391465909,9.0010899621515,0.05859869093319342,0.7367846093666096,0.2632153906333904,1.1741739058339478e-09,1.186089848584252e-09,1.6047023424192594e-09,7.674773547492444e-10,7.555614119989402e-10,0.14612615190076242,-0.7114214698946975,-0.24102781437914111
5.175,0.4644845265467478,730.1132269238981,152.5286208882902,161.52792398358494,8.999303095294765,0.059000750435459104,0.7349216532152273,0.2650783467847727,1.1684706820815642e-09,1.1803842593179964e-09,1.5961427757629402e-09,7.646257428730526e-10,7.527121656366203e-10,0.14744193589484417,-0.7101056859006156,-0.24166293076917572
5.2,0.47000586796900506,726.8865673130193,151.45306768466392,160.44975254888473,8.99668486422081,0.05940246045694201,0.7330602231393484,0.2669397768606516,1.1627752694356699e-09,1.1746853805705837e-09,1.5875927245910623e-09,7.617780365501053e-10,7.498679254151914e-10,0.1487619768983821,-0.7087856448970777,-0.24230178366542612
5.225,0.4755558814123896,723.6644889855273,150.37904157549994,159.3722808264079,8.993239250907939,0.059803807476673895,0.7312003994356485,0.2687996005643515,1.1570879432638643e-09,1.1689934929810892e-09,1.5790526124979755e-09,7.589343734642026e-10,7.470288237469779e-10,0.1500862440712133,-0.7074613777242466,-0.24294437885355616
5.25,0.48113438484533966,720.4471462723504,149.30659400444097,158.29556437385506,8.988970369414124,0.06020477815699659,0.7293422615561403,0.27065773844385965,1.1514089759773798e-09,1.1633088744070712e-09,1.5705228589931822e-09,7.560948898209605e-10,7.44194991391269e-10,0.15141470646021626,-0.7061329153352436,-0.24359072205581925
5.275,0.48674119506126257,717.2346918201515,148.235775853708,157.21965831677713,8.983882463069179,0.06060535934277606,0.7274858881045074,0.2725141118954926,1.1457386370145322e-09,1.157631799904308e-09,1.5620038794690794e-09,7.532597203395366e-10,7.413665574497608e-10,0.15274733300084584,-0.704800288794614,-0.24424081892985877
5.3,0.49237612772068495,714.027276582362,147.1666374411115,156.1446173427747,8.977979901663206,0.06100553806059291,0.7256313568326245,0.27436864316737547,1.1400771928248972e-09,1.1519625417072484e-09,1.5534960851697779e-09,7.50428998244719e-10,7.385436493623678e-10,0.1540840925186865,-0.7034635292767734,-0.2448946750675093
5.325,0.49803899739324187,710.8250498106227,146.0992285171984,155.07049569583094,8.97126717863256,0.06140530151790971,0.7237787446372649,0.2762212553627351,1.1344249068542003e-09,1.1463013692101788e-09,1.544999883160987e-09,7.476028552593705e-10,7.357263929033921e-10,0.15542495373102408,-0.7021226680644358,-0.24555229599359948
5.35,0.5037296175994984,707.6281590466319,145.03359826253484,153.99734717077942,8.96374890824455,0.06180463710221599,0.721928127556993,0.278071872443007,1.128782039529929e-09,1.1406485489491075e-09,1.53651567630098e-09,7.447814215972349e-10,7.329149121780565e-10,0.1567698852484357,-0.7007777365470241,-0.24621368716475636
5.375,0.5094478008525921,704.4367501144023,143.96979528512495,152.92522510790698,8.955429822782035,0.06220353238015139,0.720079580769242,0.279920419230758,1.1231488482476638e-09,1.1350043445843686e-09,1.5280438632126347e-09,7.419648259561024e-10,7.301093296193976e-10,0.15811885557639735,-0.6994287662190625,-0.24687885396821135
5.4,0.5151933586996869,701.2509671129203,142.90786761796426,151.85418238769338,8.94631476972915,0.06260197509660799,0.7182331785875754,0.2817668214124246,1.1175255873581232e-09,1.1293690168839415e-09,1.5195848382565511e-09,7.391531955113321e-10,7.273097659855137e-10,0.1594718331169095,-0.6980757886785504,-0.2475478017206085
5.425,0.5209661017632312,698.070952409214,141.84786271672886,150.7842714256881,8.936408708959247,0.06299995317381211,0.7163889944591315,0.28361100554086854,1.1119125081549267e-09,1.1237428237074918e-09,1.5111389915052496e-09,7.363466559097338e-10,7.245163403571688e-10,0.1608287861701397,-0.6967188356253201,-0.2482205356668148
5.45,0.5267658397820097,694.8968466318236,140.7898274575987,149.715544167525,8.925716709926258,0.0633974547103866,0.7145471009622494,0.2854528990377506,1.1063098588630695e-09,1.118126019991126e-09,1.502706708718447e-09,7.335453312638051e-10,7.217291701357486e-10,0.16218968293608285,-0.695357938859377,-0.24889706097873252
5.475,0.5325923816519794,691.7287886646741,139.73380813521553,148.648052084076,8.914243948860506,0.06379446798039386,0.7127075698042769,0.2872924301957231,1.100717884628107e-09,1.112518857732866e-09,1.494288371319408e-09,7.30749344146324e-10,7.189483710415649e-10,0.1635544915162379,-0.6939931302792219,-0.24957738275411487
5.5,0.5384455354668837,688.5669156413497,138.67985046077408,147.5818461667442,8.901995705970116,0.06419098143236074,0.7108704718195571,0.28912952818044285,1.0951368275060487e-09,1.106921585978837e-09,1.485884356372379e-09,7.279588155852948e-10,7.161740571125067e-10,0.16492317991530167,-0.6926244418801581,-0.2502615060153835
5.525,0.5443251085586333,685.41136293977,137.6279995602475,146.51697692289656,8.888977362649081,0.06458698368828558,0.7090358769675945,0.2909641230324055,1.0895669264539613e-09,1.1013344508101735e-09,1.477495036561096e-09,7.251738650592512e-10,7.134063407030388e-10,0.16629571604287868,-0.6912519057525812,-0.25094943570844963
5.55,0.5502309075374471,682.2622641772607,136.57829997274442,145.45349437143742,8.87519439869299,0.0649824635426281,0.7072038543313979,0.29279614566860207,1.0840084173212673e-09,1.0957576953306348e-09,1.4691207801683655e-09,7.22394610492904e-10,7.106453324835365e-10,0.1676720677152075,-0.6898755540802524,-0.2516411767015385
5.575,0.556162738331745,679.1197512060256,135.53079564899937,144.3914480385228,8.860652389523482,0.06537740996128287,0.7053744721160002,0.2946255278839998,1.0784615328417534e-09,1.090191559654936e-09,1.460761951056725e-09,7.196211682531472e-10,7.078911414399645e-10,0.16905220265690277,-0.688495419138557,-0.25233673378401633
5.6,0.5621204062277837,675.9839541090086,134.4855299499937,143.3308869534161,8.845357003422405,0.06577181208053692,0.7035477976471527,0.29645220235284736,1.0729265026262654e-09,1.0846362808977836e-09,1.4524189086501642e-09,7.168536531454031e-10,7.051438748738848e-10,0.1704360885027127,-0.6871115332927471,-0.2530361116652214
5.625,0.5681037159090271,672.8550011961531,133.44254564570855,142.27185964448518,8.829313998776664,0.06616565920601208,0.7017238973701931,0.2982761026298068,1.0674035531561072e-09,1.0790920931636257e-09,1.4440920079169274e-09,7.140921784103239e-10,7.024036384028054e-10,0.1718236927992921,-0.6857239289961677,-0.2537393149732993
5.65,0.5741124714952464,669.733019001048,132.40188491400684,141.21441413534154,8.81252922133469,0.06655894081159269,0.6999028368490869,0.3000971631509131,1.0618929077771189e-09,1.073559227537099e-09,1.435781599353368e-09,7.113368557208297e-10,6.996705359608496e-10,0.17321498300699037,-0.6843326387884695,-0.2544463482540415
5.675,0.5801464765813394,666.6181322779652,131.3635893396459,140.1585979411214,8.795008601475502,0.0669516465383391,0.6980846807656371,0.30191531923436293,1.0563947866944487e-09,1.068037912074185e-09,1.4274880289688748e-09,7.085877951794948e-10,6.969446697997587e-10,0.17460992650165402,-0.6829376952938058,-0.2551572159697282
5.7,0.5862055342758629,663.5104639992807,130.32769991341772,139.10445806490893,8.776758151491224,0.06734376619338792,0.6962694929188664,0.3037305070811336,1.0509094069680006e-09,1.0625283717940599e-09,1.4192116382718493e-09,7.058451053162707e-10,6.942261404902114e-10,0.17600849057644385,-0.681539131219016,-0.2558719224979757
5.725,0.5922894472392708,660.4101353532812,129.29425703141794,138.05204099430193,8.757783962883977,0.06773528974883913,0.6944573362245658,0.3055426637754342,1.0454369825085632e-09,1.0570308286716464e-09,1.4109527642567408e-09,7.03108893086552e-10,6.915150469234688e-10,0.17741064244366608,-0.6801369793517937,-0.2565904721305887
5.75,0.5983980177218508,657.3172657423518,128.2633004944414,137.0013926981194,8.73809220367798,0.06812620734063105,0.6926482727150094,0.30735172728499055,1.0399777240746091e-09,1.0515455016308527e-09,1.4027117393921303e-09,7.00379263869575e-10,6.888114863133314e-10,0.1788163492366173,-0.6787312725588426,-0.2573128690724166
5.775,0.6045310476013536,654.2319727815386,127.2348695075037,135.9525586232514,8.717689115747723,0.06851650926740327,0.6908423635388357,0.30915763646116434,1.0345318392697605e-09,1.0460726065385024e-09,1.394488891609854e-09,6.976563214671507e-10,6.861155541984089e-10,0.1802255780114429,-0.677322043784017,-0.25803911744021535
5.8,0.6106883384203071,651.1543722974925,126.20900267948831,134.90558369165132,8.69658101216302,0.06890618598934863,0.6890396689610899,0.3109603310389101,1.029099532540923e-09,1.040612356198953e-09,1.3862845442951743e-09,6.949401681027319e-10,6.834273444447017e-10,0.18163829574900872,-0.6759093260464512,-0.25876922126151447
5.825,0.6168696914230093,648.08457832778,125.18573802291749,133.86051229746923,8.674774274551714,0.06929522812705423,0.6872402483634308,0.31275975163656927,1.023681005177069e-09,1.035164960349389e-09,1.3780990162779732e-09,6.922309044208049e-10,6.807469492484847e-10,0.18305446935678535,-0.6744931524386745,-0.2595031844734893
5.85,0.6230749075921928,645.0227031205676,124.1651129538467,132.81738830432752,8.652275350480835,0.06968362646033241,0.6854441602444951,0.31455583975550494,1.018276455308681e-09,1.0297306256557968e-09,1.3699326218249827e-09,6.89528629486611e-10,6.780744591394952e-10,0.18447406567074515,-0.6730735561247148,-0.2602410109218387
5.875,0.6293037876853579,641.9688571346701,123.14716429188088,131.77625504273783,8.629090750856935,0.07007137192704203,0.683651462220422,0.316348537779578,1.0128860779078383e-09,1.0243095557096103e-09,1.3617856706330308e-09,6.868334407861896e-10,6.754099629844177e-10,0.18589705145727117,-0.6716505703381886,-0.2609827043596692
5.9,0.6355561322707631,638.9231490399632,122.13192826031191,130.73715530765827,8.605227047346338,0.07045845562190063,0.6818622110255337,0.31813778897446626,1.0075100647889425e-09,1.018901951025022e-09,1.3536584678233026e-09,6.841454342267416e-10,6.72753547990662e-10,0.18732339341507814,-0.6702242283803816,-0.261728268446384
5.925,0.6418317417630732,635.8856857181559,121.1194404863761,129.7001313561921,8.58069086981599,0.07084486879528785,0.6800764625131708,0.31992353748682917,1.0021486046100832e-09,1.0135080090369605e-09,1.3455513139366088e-09,6.814647041373121e-10,6.701052997104348e-10,0.18875305817714472,-0.6687945636183151,-0.26247770674657955
5.95,0.6481304164586537,632.856572263918,120.10973600163017,128.66522490542576,8.555488903795604,0.07123060285204096,0.6782942716566809,0.32170572834331906,9.96801882875027e-10,1.008127924099719e-09,1.3374645049296542e-09,6.787913432697838e-10,6.674653020450917e-10,0.19018601231265697,-0.6673616094828029,-0.26323102272894744
5.975,0.6544519565705105,629.8359119863633,119.10284924244525,127.63247713040693,8.529627887961727,0.0716156493502423,0.6765156925505589,0.3234843074494411,9.914700819358353e-10,1.002761887486244e-09,1.3293983321722997e-09,6.761254428001882e-10,6.648336372497797e-10,0.19162222232896256,-0.6659253994664973,-0.2639882197651834
6.0,0.6607961622628674,626.823806410878,118.09881405061685,126.60192866226129,8.503114611644413,0.07200000000000001,0.6747407784117364,0.3252592215882636,9.861533809960933e-10,9.974100873880614e-10,1.3213530824458054e-09,6.73467092330317e-10,6.62210385938349e-10,0.1930616546735354,-0.6644859671219244,-0.2647493011289029
6.025,0.6671628336853773,623.820355281299,117.09766367409054,125.57361958644758,8.475955912357046,0.0723836466622217,0.672969581581019,0.3270304184189809,9.808519561147534e-10,9.920727089158515e-10,1.313329037942056e-09,6.70816379889647e-10,6.595956270885489e-10,0.19450427573595025,-0.6630433460595095,-0.26551426999456396
6.05,0.6735517710069612,620.8256565624301,116.09943076780085,124.54758944115078,8.448158673349928,0.07276658134738201,0.6712021535246694,0.3287978464753306,9.755659802105754e-10,9.86749934100651e-10,1.3053264762637436e-09,6.681733919375583e-10,6.569894380474828e-10,0.1959500518498671,-0.6615975699455927,-0.2662831294363968
6.075,0.6799627744492703,617.8398064428975,115.10414739462331,123.52387721581154,8.419729821188252,0.07314879621428438,0.6694385448361336,0.33056145516386637,9.70295623067171e-10,9.814419418956883e-10,1.2973456704255205e-09,6.65538213365856e-10,6.543918945373387e-10,0.1973989492950248,-0.6601486725004351,-0.2670558824273414
6.1,0.6863956443197697,614.86289933834,114.1118450264375,122.5025213497924,8.390676323354885,0.07353028356881731,0.6676788052379106,0.33232119476208943,9.6504105133863e-10,9.7614890817884e-10,1.2893868888560944e-09,6.629109275015855e-10,6.518030706613756e-10,0.19885093429924358,-0.6586966874962162,-0.26783253183799205
6.125,0.6928501810444344,611.8950278949277,113.12255454530009,121.48355973117866,8.361005185878577,0.07391103586270588,0.6659229835835601,0.33407701641644,9.598024285557346e-10,9.70871005755702e-10,1.2814503954012663e-09,6.602916161101378e-10,6.492230389101704e-10,0.20030597304043624,-0.6572416487550237,-0.26861308043554993
6.15,0.6993261852000574,608.9362829932066,112.13630624472638,120.46702969571443,8.33072345098807,0.0742910456922586,0.6641711278598497,0.33582887214015034,9.545799151327438e-10,9.656084043632707e-10,1.2735364493278986e-09,6.576803593986424e-10,6.466518701681157e-10,0.2017640316486274,-0.6557835901468324,-0.2693975308827841
6.175,0.7058234575461636,605.9867537522645,111.15312983107899,119.45296802587156,8.299838194792573,0.07467030579711031,0.6624232851890374,0.33757671481096263,9.493736683747475e-10,9.603612706742244e-10,1.2656453053288049e-09,6.550772360196442e-10,6.440896337201672e-10,0.2032250762079807,-0.6543225455874792,-0.27018588573699953
6.2,0.712341799056528,603.0465275342142,110.17305442506223,118.44141095005126,8.268356524989052,0.07504880905896134,0.660679501831288,0.339320498168712,9.44183842485579e-10,9.551297683018036e-10,1.2577772135285469e-09,6.5248232307506e-10,6.415363972588355e-10,0.20468907275883313,-0.6528585490366268,-0.2709781474490149
6.225,0.7188810109502916,600.1156899489897,109.19610856332075,117.43239414191751,8.236285578596785,0.07542654850031326,0.6589398231872214,0.3410601768127786,9.390105885762824e-10,9.499140578052752e-10,1.2499324194901386e-09,6.498956961204116e-10,6.389922268914189e-10,0.20615598729973678,-0.6513916344957231,-0.27177431836214766
6.25,0.7254408947226741,597.19432485945,108.22232020014087,116.42595271986046,8.203632519719594,0.07580351728320193,0.6572042938005911,0.34279570619940897,9.33854054674119e-10,9.447142966959803e-10,1.2421111642226306e-09,6.4731742916933e-10,6.364571871474687e-10,0.20762578578950683,-0.649921836005953,-0.2725744007112087
6.275,0.7320212521752798,594.2825143867874,107.25171670925332,115.42212124658946,8.170404537336132,0.076179708707928,0.6554729573610896,0.3445270426389105,9.287143857321159e-10,9.395306394439555e-10,1.2343136841895824e-09,6.447475946983284e-10,6.339313409864889e-10,0.20909843414927604,-0.6484491876461838,-0.2733783966215054
6.3,0.7386218854459904,591.3803389162342,106.2843248857356,114.42093372885421,8.136608843118616,0.07655511621178512,0.6537458567072804,0.34625414329271964,9.23591723639138e-10,9.343632374851172e-10,1.226540211318395e-09,6.421862636518394e-10,6.314147498058602e-10,0.21057389826455494,-0.6469737235309049,-0.27418630810785405
6.325,0.7452425970384474,588.4878771030656,105.32017094801266,113.42242361729298,8.102252669280317,0.07692973336778659,0.6520230338296531,0.34797696617034685,9.18486207230483e-10,9.292122392290083e-10,1.2187909730105047e-09,6.396335054475119e-10,6.289074734489866e-10,0.21205214398729758,-0.6454954778081623,-0.2749981370736013
6.35,0.751883189851117,585.6052058788898,104.35928053995409,112.42662380640628,8.067343266452202,0.07730355388339047,0.6503045298737997,0.3496954701262002,9.133979722989856e-10,9.240777900670904e-10,1.2110661921524177e-09,6.370893879817634e-10,6.264095702136585e-10,0.21353313713797215,-0.6440144846574877,-0.27581388530965567
6.375,0.7585434672059356,582.7324004582272,103.40167873306653,111.43356663465549,8.031887901588952,0.07767657159922353,0.6485903851437105,0.35140961485628947,9.08327151606629e-10,9.189600323815832e-10,1.2033660871275815e-09,6.345539776355849e-10,6.239210968606307e-10,0.21501684350763645,-0.6425307782878233,-0.27663355449352744
6.4,0.7652232328765356,579.8695343453662,102.44739002877955,110.44328388468432,7.995893855904748,0.07804878048780489,0.6468806391051865,0.3531193608948135,9.032738748966482e-10,9.138591055548357e-10,1.1956908718290768e-09,6.320273392805945e-10,6.214421086224071e-10,0.21650322886001744,-0.6410443929354424,-0.2774571461883799
6.425,0.7719222911160458,577.0166793414975,101.49643836082333,109.45580678366233,7.959368422838986,0.07842017465226864,0.6451753303893678,0.3548246696106322,8.982382689061204e-10,9.087751459792229e-10,1.1880407556731152e-09,6.295095362853306e-10,6.189726592122281e-10,0.2179922589335947,-0.6395553628618651,-0.2782846618420894
