n_parameter_sets,finite_curvature_count,regular_center_proxy_count,tapered_count,untapered_count,subcompact_count,compact_below_horizon_count,horizon_near_ECO_count,horizon_interior_static_caution_count
96,96,96,48,48,44,5,0,47
