profile,A,x_match,q,compactness_2M_over_R,compactness_class,f_match,min_f_inside,zero_crossings_inside,finite_curvature,regular_center_proxy,Ricci_min,Ricci_max,Ricci_abs_max,K_min,K_max,K_abs_max,rho_center,rho_boundary
tapered,1.0,5.0,4,0.10975559378807477,subcompact,0.8902444062119252,0.7352398048139073,0,True,True,-0.04210332129192726,4.000052953792658,4.000052953792658,0.00023696312964881526,2.666737488587578,2.666737488587578,0.9999999983999999,0.0
tapered,2.0,3.0,2,0.3047927399037285,subcompact,0.6952072600962715,0.5051976744795621,0,True,True,-0.14565914191590407,7.999796021179995,7.999796021179995,0.014150992721717229,10.666123693082172,10.666123693082172,0.9999999977777778,5.728195188922817e-10
tapered,2.0,3.0,4,0.2215052832737484,subcompact,0.7784947167262516,0.588798560656191,0,True,True,-0.21760682798794945,7.998689427030447,7.998689427030447,0.007573596611825776,10.663173510250738,10.663173510250738,0.9999999955555556,2.6894503843147464e-17
tapered,2.0,4.0,2,0.2895175622235134,subcompact,0.7104824377764867,0.4528839721261604,0,True,True,-0.07537638141058906,8.000280207417642,8.000280207417642,0.004029852392461716,10.66741471612967,10.66741471612967,0.9999999987499999,0.0
tapered,2.0,4.0,4,0.22765723776759553,subcompact,0.7723427622324045,0.5142469537821424,0,True,True,-0.13163176502202517,7.999657706146353,7.999657706146353,0.0025066709334035046,10.665754913322282,10.665754913322282,0.9999999974999998,0.0
tapered,2.0,5.0,2,0.26584789110422113,subcompact,0.7341521088957789,0.42531007449413805,0,True,True,-0.04405419970926083,8.00050432116258,8.00050432116258,0.001385757804736213,10.668012325231063,10.668012325231063,0.9999999991999999,0.0
tapered,2.0,5.0,4,0.21951118757614954,subcompact,0.7804888124238505,0.47047960962781454,0,True,True,-0.08420664269727346,8.00010590783501,8.00010590783501,0.000947852521287721,10.666949955016008,10.666949955016008,0.9999999983999999,0.0
tapered,4.0,3.0,2,0.609585479807457,subcompact,0.39041452019254297,0.010395348959124306,0,True,True,-0.29131828377501623,15.999592042466332,15.999592042466332,0.056603970927976574,42.6644947728956,42.6644947728956,0.9999999977777778,5.728195188922817e-10
tapered,4.0,3.0,4,0.4430105665474968,subcompact,0.5569894334525032,0.17759712131238203,0,True,True,-0.4352136558999784,15.997378853887515,15.997378853887515,0.030294386409190584,42.65269404007883,42.65269404007883,0.9999999955555556,2.6894503843147464e-17
tapered,4.0,4.0,2,0.5790351244470268,subcompact,0.42096487555297324,-0.09423205574767923,2,True,True,-0.15075276276429117,16.000560414942164,16.000560414942164,0.01611940958089113,42.66965886508858,42.66965886508858,0.9999999987499999,0.0
