A,w,alpha,x_match,compactness_2M_over_R,f_in_match,f_out_match,metric_jump_abs,df_jump_proxy,rho_boundary,pr_boundary,pt_boundary,thin_shell_warning
1.0,0.3,0.2,2.0000066666666667,0.30838107863049924,0.6916189213695008,0.6916189213695008,0.0,0.11764616535307937,0.05882279123971319,0.017646837371913957,0.027058496519084187,True
1.0,0.3,0.2,2.999254813703426,0.25943878583327534,0.7405612141667246,0.7405612141667246,0.0,0.036612229264534335,0.012207098326255007,0.003662129497876502,0.005859298002595084,True
1.0,0.3,0.2,4.000003333333334,0.21522877715566757,0.7847712228443324,0.7847712228443324,0.0,0.015564171196899679,0.003891037663983304,0.0011673112991949911,0.0018997419901045716,True
1.0,0.3,0.2,4.999251480370093,0.18217822825670038,0.8178217717432996,0.8178217717432996,0.0,0.007990803536131352,0.001598399492617656,0.0004795198477852968,0.0007869008250983589,True
1.0,0.3,0.2,6.0,0.15734662921354406,0.842653370786456,0.842653370786456,0.0,0.004628372969948377,0.0007710100231303007,0.00023130300693909018,0.00038133738981850006,True
